158	4	2048	204	2600	1.41
159	8	2048	204	2913	1.58
160	4	71680	7168	112250	1.74
161	4	4096	409	7042	1.91
162	4	4096	409	3945	1.07
163	8	2048	204	2286	1.24
164	2	2048	204	2581	1.40
165	4	32768	3276	46007	1.56
166	4	8192	819	12755	1.73
167	2	8192	819	13934	1.89
168	2	8192	819	7815	1.06
169	4	32768	3276	35980	1.22
170	24	4096	409	5124	1.39
171	4	4096	409	5714	1.55
172	2	32768	3276	50726	1.72
173	2	8192	819	13861	1.88
174	2	2048	204	1936	1.05
175	2	8192	819	8921	1.21
176	2	8192	819	10174	1.38
177	2	4096	409	5677	1.54
178	2	2048	204	3153	1.71
179	24	2048	204	3448	1.87
180	2	32768	3276	30671	1.04
181	2	4096	409	4424	1.20
182	2	8192	819	10027	1.36
183	4	8192	819	11280	1.53
184	2	4096	409	6231	1.69
185	2	8192	819	13713	1.86
186	2	8192	819	7520	1.02
187	24	8192	819	8773	1.19
188	2	32768	3276	39814	1.35
189	2	8192	819	11206	1.52
190	2	8192	819	12386	1.68
191	2	2048	204	3411	1.85
192	2	4096	409	3723	1.01
193	2	8192	819	8700	1.18
194	4	32768	3276	39519	1.34
195	2	2048	204	2784	1.51
196	24	8192	819	12312	1.67
197	4	32768	3276	54265	1.84
198	4	32768	3276	29492	1
199	8	65536	6553	68420	1.16
200	2	2048	204	2452	1.33
201	2	32768	3276	43943	1.49
202	2	8192	819	12239	1.66
203	2	4096	409	6710	1.82
204	2	4096	409	7337	1.99
205	2	2048	204	2120	1.15
206	2	2048	204	2434	1.32
207	2	8192	819	10912	1.48
208	2	8192	819	12165	1.65
209	2	8192	819	13345	1.81
210	4	2048	204	3651	1.98
211	2	2048	204	2102	1.14
212	2	32768	3276	38634	1.31
213	4	65536	6553	86705	1.47
214	2	8192	819	12091	1.64
215	4	32768	3276	53085	1.80
216	2	4096	409	7226	1.96
217	2	32768	3276	33325	1.13
218	8	8192	819	9511	1.29
219	2	8192	819	10764	1.46
220	4	8192	819	11944	1.62
221	8	8192	819	13197	1.79
222	2	2048	204	3595	1.95
223	2	4096	409	4129	1.12
224	4	32768	3276	37749	1.28
225	4	4096	409	5346	1.45
226	2	65536	6553	94962	1.61
227	2	65536	6553	104989	1.78
228	2	32768	3276	43058	1.46
229	2	8192	819	12017	1.63
230	2	8192	819	13197	1.79
231	2	32768	3276	57804	1.96
232	4	4096	409	4129	1.12
233	8	4096	409	4756	1.29
234	4	4096	409	5346	1.45
235	2	8192	819	11870	1.61
236	2	8192	819	13123	1.78
237	8	32768	3276	57214	1.94
238	2	4096	409	4092	1.11
239	2	32768	3276	37454	1.27
240	2	32768	3276	42468	1.44
241	2	2048	204	2950	1.60
242	2	8192	819	13050	1.77
243	24	32768	3276	56919	1.93
244	4	8192	819	8110	1.10
245	4	32768	3276	37159	1.26
246	2	32768	3276	42173	1.43
247	4	32768	3276	46892	1.59
248	2	32768	3276	51905	1.76
249	8	65536	6553	113247	1.92
250	4	8192	819	7962	1.08
251	2	8192	819	9216	1.25
252	4	32768	3276	41583	1.41
253	2	32768	3276	46597	1.58
254	2	32768	3276	51316	1.74
255	8	4096	409	7042	1.91
256	2	8192	819	7889	1.07
257	24	2048	204	2286	1.24
258	4	8192	819	10322	1.40
259	2	2048	204	2895	1.57
260	2	32768	3276	51021	1.73
261	2	32768	3276	56034	1.90
262	8	2048	204	1954	1.06
263	8	32768	3276	36275	1.23
264	4	2048	204	2563	1.39
265	2	32768	3276	46007	1.56
266	2	2048	204	3171	1.72
267	4	4096	409	6931	1.88
268	2	4096	409	3871	1.05
269	2	8192	819	8921	1.21
270	4	4096	409	5088	1.38
271	2	32768	3276	45417	1.54
272	4	8192	819	12607	1.71
273	2	65536	6553	110298	1.87
274	2	4096	409	3834	1.04
275	2	8192	819	8847	1.20
276	4	8192	819	10101	1.37
277	2	8192	819	11280	1.53
278	2	4096	409	6267	1.70
279	2	2048	204	3429	1.86
280	4	2048	204	1899	1.03
281	2	8192	819	8773	1.19
282	30	32768	3276	40109	1.36
283	2	32768	3276	44827	1.52
284	2	65536	6553	99091	1.68
285	4	8192	819	13640	1.85
286	2	8192	819	7446	1.01
287	2	2048	204	2175	1.18
288	2	32768	3276	39519	1.34
289	2	8192	819	11133	1.51
290	8	8192	819	12312	1.67
291	4	32768	3276	54265	1.84
292	8	4096	409	3687	1
293	8	2048	204	2157	1.17
294	2	71680	7168	85800	1.33
295	2	8192	819	11059	1.50
296	2	2048	204	3061	1.66
297	2	4096	409	6747	1.83
298	4	8192	819	14672	1.99
299	2	32768	3276	34210	1.16
300	2	8192	819	9732	1.32
301	4	8192	819	10912	1.48
302	24	4096	409	6083	1.65
303	2	4096	409	6673	1.81
304	2	32768	3276	58394	1.98
305	2	8192	819	8405	1.14
306	2	32768	3276	38634	1.31
307	4	4096	409	5419	1.47
308	2	8192	819	12091	1.64
309	2	32768	3276	53085	1.80
310	2	32768	3276	58099	1.97
311	2	32768	3276	33325	1.13
312	8	32768	3276	38339	1.30
313	2	71680	7168	94187	1.46
314	2	32768	3276	48071	1.63
315	2	32768	3276	52790	1.79
316	30	32768	3276	57509	1.95
317	2	8192	819	8257	1.12
318	2	8192	819	9437	1.28
319	2	32768	3276	58099	1.97
320	2	71680	7168	72898	1.13
321	2	32768	3276	38339	1.30
322	8	65536	6553	86115	1.46
323	2	32768	3276	48071	1.63
324	2	8192	819	13197	1.79
325	2	65536	6553	115606	1.96
326	2	8192	819	8257	1.12
327	4	8192	819	9511	1.29
328	2	32768	3276	42763	1.45
329	2	65536	6553	95552	1.62
330	30	2048	204	3282	1.78
331	2	8192	819	14377	1.95
332	2	32768	3276	32736	1.11
333	4	65536	6553	75498	1.28
334	24	4096	409	5309	1.44
335	24	32768	3276	47187	1.60
336	2	4096	409	6525	1.77
337	2	65536	6553	113837	1.93
338	24	8192	819	8110	1.10
339	2	65536	6553	74318	1.26
340	24	4096	409	5272	1.43
341	2	8192	819	11723	1.59
342	4	4096	409	6489	1.76
343	4	32768	3276	56624	1.92
344	2	32768	3276	32146	1.09
345	2	8192	819	9216	1.25
346	2	32768	3276	41878	1.42
347	24	2048	204	2913	1.58
348	8	8192	819	12902	1.75
349	2	2048	204	3522	1.91
350	4	32768	3276	31851	1.08
351	8	8192	819	9142	1.24
352	8	32768	3276	41288	1.40
353	4	8192	819	11575	1.57
354	2	32768	3276	51021	1.73
355	2	32768	3276	56034	1.90
356	2	8192	819	7815	1.06
357	2	2048	204	2268	1.23
358	4	32768	3276	40993	1.39
359	2	8192	819	11501	1.56
360	2	2048	204	3171	1.72
361	2	8192	819	13934	1.89
362	2	8192	819	7741	1.05
363	2	8192	819	8995	1.22
364	4	8192	819	10174	1.38
365	2	32768	3276	45712	1.55
366	4	65536	6553	100860	1.71
367	4	2048	204	3466	1.88
368	4	71680	7168	67092	1.04
369	2	2048	204	2212	1.20
370	2	8192	819	10101	1.37
371	2	32768	3276	45122	1.53
372	24	32768	3276	50136	1.70
373	4	2048	204	3429	1.86
374	4	32768	3276	30376	1.03
375	24	32768	3276	35095	1.19
376	2	8192	819	10027	1.36
377	2	32768	3276	44827	1.52
378	2	65536	6553	99681	1.69
379	2	65536	6553	109118	1.85
380	8	8192	819	7520	1.02
381	2	8192	819	8700	1.18
382	4	8192	819	9953	1.35
383	4	32768	3276	44532	1.51
384	2	32768	3276	49546	1.68
385	2	32768	3276	54265	1.84
386	2	8192	819	7373	1
387	2	2048	204	2157	1.17
388	24	8192	819	9806	1.33
389	4	4096	409	5530	1.50
390	4	2048	204	3061	1.66
391	2	4096	409	6747	1.83
392	4	32768	3276	58689	1.99
393	4	8192	819	8552	1.16
394	2	32768	3276	38929	1.32
395	2	32768	3276	43943	1.49
396	2	32768	3276	48661	1.65
397	24	32768	3276	53675	1.82
398	2	4096	409	7300	1.98
399	2	2048	204	2120	1.15
400	2	71680	7168	84510	1.31
401	2	2048	204	2710	1.47
402	4	2048	204	3024	1.64
403	8	8192	819	13271	1.80
404	4	4096	409	7263	1.97
405	2	32768	3276	33325	1.13
406	2	8192	819	9584	1.30
407	2	8192	819	10764	1.46
408	2	8192	819	12017	1.63
409	2	32768	3276	52790	1.79
410	2	32768	3276	57804	1.96
411	2	8192	819	12091	1.64
412	4	32768	3276	53380	1.81
413	2	2048	204	3632	1.97
414	2	8192	819	8405	1.14
415	2	8192	819	9584	1.30
416	2	8192	819	10838	1.47
417	4	8192	819	12017	1.63
418	24	32768	3276	53085	1.80
419	4	71680	7168	126443	1.96
420	4	8192	819	8257	1.12
421	4	71680	7168	83220	1.29
422	2	32768	3276	42763	1.45
423	2	4096	409	5972	1.62
424	2	8192	819	13123	1.78
425	4	4096	409	7189	1.95
426	2	8192	819	8184	1.11
427	2	2048	204	2360	1.28
428	2	2048	204	2655	1.44
429	8	8192	819	11870	1.61
430	8	65536	6553	104399	1.77
431	2	2048	204	3577	1.94
432	2	8192	819	8110	1.10
433	8	4096	409	4682	1.27
434	2	2048	204	2636	1.43
435	2	4096	409	5899	1.60
436	2	4096	409	6489	1.76
437	4	4096	409	7079	1.92
438	2	32768	3276	32146	1.09
439	2	71680	7168	80640	1.25
440	4	65536	6553	83755	1.42
441	2	4096	409	5825	1.58
442	2	32768	3276	51611	1.75
443	2	65536	6553	112657	1.91
444	2	2048	204	1991	1.08
445	2	2048	204	2286	1.24
446	2	32768	3276	41583	1.41
447	4	8192	819	11575	1.57
448	2	4096	409	6415	1.74
449	2	8192	819	14008	1.90
450	2	32768	3276	31556	1.07
451	8	4096	409	4535	1.23
452	4	32768	3276	41288	1.40
453	2	2048	204	2876	1.56
454	2	65536	6553	101450	1.72
455	2	8192	819	13934	1.89
456	2	32768	3276	30966	1.05
457	2	8192	819	8995	1.22
458	4	4096	409	5088	1.38
459	2	32768	3276	45712	1.55
460	4	65536	6553	100860	1.71
461	2	2048	204	3466	1.88
462	4	8192	819	7667	1.04
463	2	32768	3276	35685	1.21
464	2	4096	409	5051	1.37
465	4	8192	819	11354	1.54
466	24	32768	3276	50136	1.70
467	2	32768	3276	55150	1.87
468	4	4096	409	3797	1.03
469	24	32768	3276	35095	1.19
470	2	2048	204	2507	1.36
471	2	4096	409	5604	1.52
472	2	32768	3276	49841	1.69
473	2	2048	204	3411	1.85
474	24	8192	819	7520	1.02
475	2	32768	3276	34800	1.18
476	2	32768	3276	39814	1.35
477	8	8192	819	11133	1.51
478	2	8192	819	12386	1.68
479	2	32768	3276	54265	1.84
480	2	8192	819	7446	1.01
481	4	4096	409	4313	1.17
482	2	32768	3276	39519	1.34
483	2	32768	3276	44238	1.50
484	4	32768	3276	49251	1.67
485	4	4096	409	6747	1.83
486	2	8192	819	14672	1.99
487	2	32768	3276	34210	1.16
488	4	32768	3276	38929	1.32
489	2	4096	409	5493	1.49
490	4	32768	3276	48661	1.65
491	2	8192	819	13418	1.82
492	8	8192	819	14598	1.98
493	2	8192	819	8478	1.15
494	2	8192	819	9658	1.31
495	2	32768	3276	43648	1.48
496	2	4096	409	6046	1.64
497	2	65536	6553	106759	1.81
498	24	65536	6553	116196	1.97
499	2	32768	3276	33620	1.14
500	2	32768	3276	38339	1.30
501	2	32768	3276	43353	1.47
502	2	8192	819	12017	1.63
503	4	32768	3276	38929	1.32
504	2	8192	819	10912	1.48
505	4	32768	3276	48366	1.64
506	2	8192	819	13345	1.81
507	2	8192	819	14524	1.97
508	2	32768	3276	33620	1.14
509	4	8192	819	9584	1.30
510	4	8192	819	10838	1.47
511	2	8192	819	12017	1.63
512	4	2048	204	3319	1.80
513	8	8192	819	14451	1.96
514	2	4096	409	4166	1.13
515	4	32768	3276	38044	1.29
516	2	65536	6553	86115	1.46
517	4	8192	819	11944	1.62
518	4	4096	409	6599	1.79
519	8	8192	819	14377	1.95
520	2	8192	819	8257	1.12
521	4	2048	204	2360	1.28
522	2	2048	204	2655	1.44
523	2	2048	204	2968	1.61
524	24	4096	409	6525	1.77
525	2	8192	819	14303	1.94
526	2	32768	3276	32441	1.10
527	4	8192	819	9363	1.27
528	4	4096	409	5272	1.43
529	2	32768	3276	47187	1.60
530	2	8192	819	12976	1.76
531	2	8192	819	14229	1.93
532	8	8192	819	8036	1.09
533	2	8192	819	9289	1.26
534	2	32768	3276	41878	1.42
535	2	2048	204	2931	1.59
536	4	4096	409	6452	1.75
537	2	8192	819	14156	1.92
538	2	2048	204	1991	1.08
539	8	8192	819	9142	1.24
540	2	32768	3276	41583	1.41
541	4	8192	819	11575	1.57
542	8	32768	3276	51316	1.74
543	2	4096	409	7005	1.90
544	8	8192	819	7889	1.07
545	8	2048	204	2268	1.23
546	2	8192	819	10322	1.40
547	8	4096	409	5751	1.56
548	2	2048	204	3190	1.73
549	2	32768	3276	55739	1.89
550	2	32768	3276	46597	1.58
551	4	32768	3276	51316	1.74
552	2	32768	3276	56329	1.91
553	2	32768	3276	31556	1.07
554	2	71680	7168	79994	1.24
555	4	4096	409	5161	1.40
556	2	2048	204	2876	1.56
557	24	4096	409	6378	1.73
558	2	8192	819	13934	1.89
559	2	2048	204	1954	1.06
560	2	71680	7168	78704	1.22
561	4	8192	819	10248	1.39
562	2	32768	3276	45712	1.55
563	2	8192	819	12681	1.72
564	2	32768	3276	55444	1.88
565	4	32768	3276	30966	1.05
566	2	8192	819	8921	1.21
567	2	32768	3276	40698	1.38
568	2	32768	3276	45417	1.54
569	2	8192	819	12607	1.71
570	2	2048	204	3448	1.87
571	4	4096	409	3834	1.04
572	4	8192	819	8847	1.20
573	2	2048	204	2507	1.36
574	2	4096	409	5641	1.53
575	2	65536	6553	102630	1.74
576	2	32768	3276	57214	1.94
577	24	8192	819	8184	1.11
578	4	2048	204	2341	1.27
579	2	32768	3276	42468	1.44
580	4	8192	819	11796	1.60
581	2	8192	819	12976	1.76
582	4	8192	819	14229	1.93
583	4	8192	819	8036	1.09
584	30	32768	3276	37159	1.26
585	2	2048	204	2618	1.42
586	4	4096	409	5862	1.59
587	2	32768	3276	51611	1.75
588	2	32768	3276	56624	1.92
589	8	4096	409	3981	1.08
590	2	32768	3276	52200	1.77
591	2	8192	819	14229	1.93
592	4	8192	819	8110	1.10
593	2	8192	819	9289	1.26
594	2	32768	3276	42173	1.43
595	2	32768	3276	46892	1.59
596	2	71680	7168	113541	1.76
597	2	8192	819	14156	1.92
598	4	8192	819	8036	1.09
599	2	65536	6553	73728	1.25
600	24	65536	6553	83166	1.41
601	24	32768	3276	46597	1.58
602	2	32768	3276	51316	1.74
603	2	32768	3276	56329	1.91
604	30	32768	3276	31556	1.07
605	4	8192	819	9142	1.24
606	8	4096	409	5161	1.40
607	8	71680	7168	101283	1.57
608	4	4096	409	6378	1.73
609	2	65536	6553	112067	1.90
610	4	4096	409	3908	1.06
611	2	2048	204	2268	1.23
612	2	4096	409	5124	1.39
613	2	4096	409	5751	1.56
614	2	32768	3276	50726	1.72
615	4	8192	819	13861	1.88
616	4	4096	409	3871	1.05
617	2	32768	3276	35685	1.21
618	2	4096	409	5088	1.38
619	2	32768	3276	45417	1.54
620	2	32768	3276	50431	1.71
621	2	32768	3276	55150	1.87
622	8	8192	819	7667	1.04
623	4	2048	204	2212	1.20
624	2	4096	409	5051	1.37
625	2	8192	819	11280	1.53
626	4	8192	819	12534	1.70
627	4	32768	3276	54855	1.86
628	2	8192	819	7594	1.03
629	8	8192	819	8773	1.19
630	2	32768	3276	40109	1.36
631	8	32768	3276	44827	1.52
632	2	65536	6553	99091	1.68
633	4	8192	819	13640	1.85
634	2	8192	819	7446	1.01
635	2	32768	3276	34800	1.18
636	8	65536	6553	79037	1.34
637	8	32768	3276	44532	1.51
638	2	32768	3276	49251	1.67
639	2	8192	819	13566	1.84
640	4	2048	204	1844	1
641	2	32768	3276	34505	1.17
642	2	8192	819	9806	1.33
643	2	8192	819	11059	1.50
644	4	8192	819	12239	1.66
645	2	32768	3276	53970	1.83
646	8	4096	409	7337	1.99
647	4	8192	819	8552	1.16
648	8	8192	819	9732	1.32
649	2	8192	819	10912	1.48
650	2	4096	409	6083	1.65
651	4	8192	819	13345	1.81
652	8	32768	3276	58394	1.98
653	2	8192	819	8405	1.14
654	2	8192	819	9658	1.31
655	2	8192	819	10838	1.47
656	24	2048	204	3024	1.64
657	4	2048	204	3319	1.80
658	2	4096	409	7263	1.97
659	2	8192	819	8331	1.13
660	2	2048	204	2397	1.30
661	4	8192	819	10764	1.46
662	4	2048	204	3005	1.63
663	8	65536	6553	105579	1.79
664	2	32768	3276	57804	1.96
665	2	8192	819	8257	1.12
666	2	2048	204	2360	1.28
667	2	8192	819	10690	1.45
668	2	32768	3276	47482	1.61
669	2	4096	409	6562	1.78
670	2	8192	819	14303	1.94
671	2	32768	3276	32736	1.11
672	24	4096	409	4682	1.27
673	4	32768	3276	42468	1.44
674	24	32768	3276	47187	1.60
675	4	8192	819	13050	1.77
676	4	8192	819	10690	1.45
677	2	4096	409	5972	1.62
678	4	8192	819	13123	1.78
679	8	71680	7168	125798	1.95
680	8	32768	3276	32736	1.11
681	2	65536	6553	75498	1.28
682	2	32768	3276	42468	1.44
683	2	32768	3276	47482	1.61
684	2	32768	3276	52200	1.77
685	2	4096	409	7115	1.93
686	2	4096	409	4055	1.10
687	4	65536	6553	74318	1.26
688	2	8192	819	10543	1.43
689	2	65536	6553	93782	1.59
690	2	2048	204	3245	1.76
691	2	4096	409	7079	1.92
692	2	8192	819	8036	1.09
693	8	8192	819	9216	1.25
694	8	65536	6553	83755	1.42
695	2	8192	819	11649	1.58
696	2	32768	3276	51611	1.75
697	4	8192	819	14082	1.91
698	24	32768	3276	31851	1.08
699	4	71680	7168	79994	1.24
700	2	8192	819	10322	1.40
701	2	32768	3276	46302	1.57
702	8	32768	3276	51021	1.73
703	24	4096	409	7005	1.90
704	2	2048	204	1954	1.06
705	2	8192	819	9068	1.23
706	2	2048	204	2563	1.39
707	24	4096	409	5751	1.56
708	2	4096	409	6341	1.72
709	2	65536	6553	111477	1.89
710	4	2048	204	1936	1.05
711	2	8192	819	8995	1.22
712	4	8192	819	10174	1.38
713	2	8192	819	11428	1.55
714	8	8192	819	12607	1.71
715	4	4096	409	6931	1.88
716	4	32768	3276	30671	1.04
717	2	8192	819	8847	1.20
718	2	4096	409	5051	1.37
719	2	4096	409	5641	1.53
720	24	71680	7168	109670	1.70
721	4	4096	409	6857	1.86
722	2	4096	409	3797	1.03
723	2	65536	6553	70189	1.19
724	2	2048	204	2507	1.36
725	8	65536	6553	89654	1.52
726	8	4096	409	6231	1.69
727	2	32768	3276	54560	1.85
728	2	32768	3276	30081	1.02
729	2	65536	6553	69599	1.18
730	4	8192	819	9953	1.35
731	8	8192	819	11133	1.51
732	2	8192	819	12386	1.68
733	2	8192	819	13566	1.84
734	2	8192	819	7373	1
735	4	32768	3276	34505	1.17
736	2	32768	3276	39224	1.33
737	8	32768	3276	44238	1.50
738	4	8192	819	12239	1.66
739	8	8192	819	13492	1.83
740	24	32768	3276	58689	1.99
741	4	8192	819	8552	1.16
742	2	32768	3276	38929	1.32
743	4	4096	409	5493	1.49
744	2	8192	819	12165	1.65
745	2	71680	7168	117411	1.82
746	2	8192	819	14598	1.98
747	2	32768	3276	33915	1.15
748	8	32768	3276	38634	1.31
749	2	32768	3276	43648	1.48
750	2	71680	7168	105799	1.64
751	24	32768	3276	53085	1.80
752	2	8192	819	14524	1.97
753	4	8192	819	8331	1.13
754	4	32768	3276	38339	1.30
755	4	65536	6553	86115	1.46
756	2	8192	819	12017	1.63
757	2	4096	409	6599	1.79
758	2	71680	7168	126443	1.96
759	8	8192	819	8257	1.12
760	2	32768	3276	38044	1.29
761	4	71680	7168	127088	1.97
762	2	32768	3276	33620	1.14
763	4	4096	409	4793	1.30
764	2	8192	819	10838	1.47
765	2	65536	6553	96142	1.63
766	2	65536	6553	106169	1.80
767	2	2048	204	3614	1.96
768	2	2048	204	2065	1.12
769	2	32768	3276	38044	1.29
770	2	8192	819	10690	1.45
771	2	8192	819	11944	1.62
772	2	8192	819	13123	1.78
773	2	2048	204	3595	1.95
774	2	32768	3276	32736	1.11
775	4	32768	3276	37749	1.28
776	8	8192	819	10617	1.44
777	2	4096	409	5936	1.61
778	2	2048	204	3263	1.77
779	4	32768	3276	57214	1.94
780	2	4096	409	4055	1.10
781	8	4096	409	4682	1.27
782	2	8192	819	10543	1.43
783	2	2048	204	2950	1.60
784	2	4096	409	6489	1.76
785	24	8192	819	14156	1.92
786	2	8192	819	8036	1.09
787	2	65536	6553	73728	1.25
788	2	8192	819	10469	1.42
789	2	32768	3276	46597	1.58
790	2	4096	409	6452	1.75
791	4	2048	204	3522	1.91
792	2	8192	819	7962	1.08
793	2	2048	204	2286	1.24
794	2	8192	819	10395	1.41
795	2	8192	819	11575	1.57
796	2	32768	3276	51316	1.74
797	2	32768	3276	56034	1.90
798	8	32768	3276	31556	1.07
799	2	8192	819	9068	1.23
800	2	32768	3276	41288	1.40
801	4	2048	204	2876	1.56
802	2	4096	409	6341	1.72
803	2	4096	409	6968	1.89
804	2	2048	204	1936	1.05
805	30	4096	409	4498	1.22
806	2	8192	819	10174	1.38
807	8	4096	409	5714	1.55
808	4	71680	7168	110315	1.71
809	4	32768	3276	55444	1.88
810	4	8192	819	7667	1.04
811	4	71680	7168	78059	1.21
812	4	8192	819	10101	1.37
813	2	32768	3276	45417	1.54
814	2	32768	3276	50136	1.70
815	4	2048	204	3448	1.87
816	2	71680	7168	66447	1.03
817	2	32768	3276	35390	1.20
818	24	65536	6553	80216	1.36
819	2	2048	204	2802	1.52
820	2	32768	3276	49841	1.69
821	2	2048	204	3411	1.85
822	2	8192	819	7520	1.02
823	8	4096	409	4350	1.18
824	4	8192	819	9953	1.35
825	2	8192	819	11133	1.51
826	2	65536	6553	99091	1.68
827	2	2048	204	3392	1.84
828	2	32768	3276	29786	1.01
829	8	8192	819	8626	1.17
830	2	2048	204	2470	1.34
831	2	8192	819	11059	1.50
832	4	8192	819	12312	1.67
833	2	8192	819	13492	1.83
834	8	2048	204	2065	1.12
835	2	32768	3276	34210	1.16
836	2	8192	819	9732	1.32
837	4	4096	409	5493	1.49
838	24	32768	3276	48661	1.65
839	4	32768	3276	53675	1.82
840	2	8192	819	14598	1.98
841	4	4096	409	4240	1.15
842	2	8192	819	9658	1.31
843	2	8192	819	10912	1.48
844	2	32768	3276	48366	1.64
845	8	4096	409	6673	1.81
846	2	8192	819	14524	1.97
847	2	32768	3276	48956	1.66
848	4	4096	409	6710	1.82
849	2	32768	3276	58689	1.99
850	8	2048	204	2120	1.15
851	2	71680	7168	85155	1.32
852	8	2048	204	2729	1.48
853	8	4096	409	6046	1.64
854	2	32768	3276	53380	1.81
855	8	8192	819	14524	1.97
